None: Sentiment Score = 0.46, PRs Contributed = 67
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: adwilme110
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: sinkiru
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: nicolausYes
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ruodezizaiyi
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mohamadk
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: cosplay-wang
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: zs1973
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: devtechvalens
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: SailFlorve
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: IARI
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: cancanw
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: googolmo
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: cwi888
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: bailsp
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Ajit121
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mynamenoway
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: monajafi
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: zaozaoge
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: SureshSc
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: liufsd
Number of Issues Created: 4
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: wezley98
Number of Issues Created: 4
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: aiven163
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: skauss
Number of Issues Created: 3
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mhdtouban
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: galfordliu
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: geaosu
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: VeryCure
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: TechnoMag82
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: DDeg
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: yuejinzhao
Number of Issues Created: 1
Number of Issues Assigned: 0
